"","words","sentiments"
"1248","मर्द",""
"1249","बलियो",""
"1250","इमान्दारी",""
"1251","केटोलाई",""
"1252","दिने",""
"1253","खैनी",""
"1254","चुरोट",""
"1255","खान्छौ",""
"1256","दांतै",""
"1257","ओठै",""
"1258","दिदिको",""
"1259","मगनी",""
"1260","भैसक्यो",""
"1261","पालो",""
"1262","यसपाली",""
"1263","हिउंदो",""
"1264","महिनामा",""
"1265","बिहे",""
"1266","भा’छैन",""
"1267","कन्याको",""
"1268","ठहर",""
"1269","ठेगाना",""
"1270","टूङ्गो",""
"1271","ला’छैन",""
"1272","कोरीबाटी",""
"1273","चट्ट",""
"1274","कपाल",""
"1275","ओठैमा",""
"1276","झ्याप्पै",""
"1277","कदम",""
"1278","रोकियो",""
"1279","फुलको",""
"1280","बोटैमा",""
"1281","बिर्कोमा",""
"1282","ला’को",""
"1283","चिनीमा",""
"1284","पस्यो",""
"1285","कमिलो",""
"1286","डाँडाबारीको",""
"1287","सुन्तला",""
"1288","गुलियो",""
"1289","आमिलो",""
"1290","राजाको",""
"1291","हात्ती",""
"1292","सौ",""
"1293","तोला",""
"1294","ल्हासाको",""
"1295","पढाई",""
"1296","लेखाईमा",""
"1297","अब्बल",""
"1298","वैज्ञानिक",""
"1299","बन्छु",""
"1300","नासाको",""
"1301","बघिनिको",""
"1302","छोरीलाई",""
"1303","कुखुराको",""
"1304","भालेले",""
"1305","ठुल्ठुला",""
"1306","गरेर",""
"1307","पट्याउन",""
"1308","आँट्यो",""
"1309","कालेले",""
"1310","छिमेकी",""
"1311","हुँ",""
"1312","बाघैको",""
"1313","सन्तान",""
"1314","काली",""
"1315","नागैको",""
"1316","रैछ्यौ",""
"1317","मितिनी",""
"1318","कोइली",""
"1319","कागैको",""
"1320","मेला",""
"1321","नमिले",""
"1322","झमेला",""
"1323","भोलि",""
"1324","फ्यान्टास्स्टिक",""
"1325","वओउन्डरफुल",""
"1326","हुनेथियो",""
"1327","लाइफ",""
"1328","तालैमा",""
"1329","हाने",""
"1330","डाइभ",""
"1331","एक्लो",""
"1332","जिबनको",""
"1333","परब्लम",""
"1334","भुलेर",""
"1335","आउ",""
"1336","पातली",""
"1337","झमझमी",""
"1338","रुझेर",""
"1339","असिना",""
"1340","झर्यो",""
"1341","दाईको",""
"1342","भाउजुलाई",""
"1343","मनपर्यो",""
"1344","इलास्टिक",""
"1345","तन्किने",""
"1346","राखौला",""
"1347","फेसबुकमा",""
"1348","खिचेर",""
"1349","हेप्पी",""
"1350","जैले",""
"1351","रिसाउनी",""
"1352","मिसाउनी",""
"1353","फकाउनी",""
"1354","सधै",""
"1355","आखुम",""
"1356","रिसाउदा",""
"1357","पीरम",""
"1358","कल्ले",""
"1359","बचाउनी",""
"1360","सेती",""
"1361","बगर",""
"1362","परेको",""
"1363","मायालुको",""
"1364","नमार",""
"1365","भारी",""
"1366","बोझ",""
"1367","हुदा",""
"1368","हु",""
"1369","बिसाउनी",""
"1370","रिसाऊदा",""
"1371","चखेवाको",""
"1372","जोडी",""
"1373","टोलाउंछु",""
"1374","झसंगै",""
"1375","भन्ने",""
"1376","चिज",""
"1377","अचम्मै",""
"1378","हिड्ने",""
"1379","नयाँ",""
"1380","छातीभित्र",""
"1381","सल्बलाउने",""
"1382","चाहना",""
"1383","मुस्कुराने",""
"1384","सजाउंछु",""
"1385","दंगै",""
"1386","येशूको",""
"1387","छातीमा",""
"1388","ढुकढुकिने",""
"1389","बसिरहने",""
"1390","२",""
"1391","प्राणभन्दा",""
"1392","रगतले",""
"1393","किनेको",""
"1394","साइनो",""
"1395","क्रूसको",""
"1396","मण्डली",""
"1397","हौँ",""
"1398","ख्रीष्ट",""
"1399","दुलही",""
"1400","प्रभुको",""
"1401","गहिरिएको",""
"1402","खिलिएको",""
"1403","प्रेमले",""
"1404","उनको",""
"1405","नटुटने",""
"1406","नी",""
"1407","भयौं",""
"1408","भेला",""
"1409","आए",""
"1410","येशू",""
"1411","गायौं",""
"1412","प्रेमको",""
"1413","दिलको",""
"1414","राजा",""
"1415","शरीर",""
"1416","हौं",""
"1417","शिर",""
"1418","हुनुहुन्छ",""
"1419","आपसमा",""
"1420","गाँसिएको",""
"1421","जीवनले",""
"1422","प्रभावले",""
"1423","यसको",""
"1424","संसारै",""
"1425","ढाकिने",""
"1426","गाउँछ",""
"1427","नेपाली",""
"1428","ज्योतिको",""
"1429","पंख",""
"1430","उचाली",""
"1431","जय",""
"1432","नेपाल",""
"1433","सुन्दर",""
"1434","शान्त",""
"1435","बिशाल",""
"1436","गण्डकी",""
"1437","कोसी",""
"1438","कर्णाली",""
"1439","मेची",""
"1440","महाकाली",""
"1441","लेक",""
"1442","बेसी",""
"1443","बिउझाउँछन",""
"1444","लाखौँ",""
"1445","हिमालचुली",""
"1446","बोलाउँछ",""
"1447","पहिलो",""
"1448","झुल्का",""
"1449","निकाली",""
"1450","सगरमाथा",""
"1451","शिखरमा",""
"1452","पुग्दछ",""
"1453","पहिले",""
"1454","सीताले",""
"1455","भिजाइन",""
"1456","दक्षिण",""
"1457","लंका",""
"1458","भारत",""
"1459","भृकुटी",""
"1460","उदाइन",""
"1461","उत्तर",""
"1462","चीन",""
"1463","तिब्बत",""
"1464","बुद्धले",""
"1465","यहीँ",""
"1466","पाएथे",""
"1467","ज्ञानको",""
"1468","मुहान",""
"1469","शिवले",""
"1470","ल्याएथे",""
"1471","सृस्टीको",""
"1472","पश्चिम",""
"1473","किल्ला",""
"1474","काँगडा",""
"1475","पूर्वमा",""
"1476","टिस्टा",""
"1477","पुगेथ्यौँ",""
"1478","शक्तिको",""
"1479","सामुमा",""
"1480","झुकेथ्यौँ",""
"1481","हामीले",""
"1482","हिमाल",""
"1483","उठायौँ",""
"1484","एसियाको",""
"1485","माझमा",""
"1486","सभ्यता",""
"1487","बास",""
"1488","बसेथ्यो",""
"1489","आएर",""
"1490","साँझमा",""
"1491","माटोमा",""
"1492","रोपेर",""
"1493","पहाडी",""
"1494","शिलामा",""
"1495","प्रीतको",""
"1496","खोपेर",""
"1497","बाँचौला",""
"1498","नेपालमा",""
"1499","चन्द्र",""
"1500","सुर्य",""
"1501","ध्वोजा",""
"1502","लिई",""
"1503","नाँचौला",""
"1504","हिमालमा",""
"1505","लाइदिउला",""
"1506","पियार",""
"1507","3",""
"1508","परान",""
"1509","लैजाउ",""
"1510","घुमाउन",""
"1511","ठमेल",""
"1512","बजार",""
"1513","ट्याउसि",""
"1514","चढाउदै",""
"1515","2",""
"1516","लैजाउला",""
"1517","काठमाडौं",""
"1518","लाउला",""
"1519","सारै",""
"1520","कुवाको",""
"1521","केले",""
"1522","उखाउनी",""
"1523","तिर्खामा",""
"1524","पसिना",""
"1525","छुट्याे",""
"1526","तन",""
"1527","बुझाउनि",""
"1528","ल्याइदिउला",""
"1529","मिनरलको",""
"1530","पाक्यो",""
"1531","रसिलो",""
"1532","भिरैमा",""
"1533","क्यार्नु",""
"1534","कलिलो",""
"1535","मुखै",""
"1536","रसायो",""
"1537","खाउ",""
"1538","मर्नु",""
"1539","ल्याउला",""
"1540","तिम्लाइ",""
"1541","भिरको",""
"1542","अङ्गुर",""
"1543","4",""
"1544","बरै",""
"1545","दशि",""
"1546","धारा",""
"1547","नरोए",""
"1548","अामा",""
"1549","बाँचे",""
"1550","पठाउम्ला",""
"1551","तस्बिरै",""
"1552","लेख्योनि",""
"1553","भाबीले",""
"1554","कर्मलिला",""
"1555","ठैमलाउ",""
"1556","बाबाले",""
"1557","सोध्लानी",""
"1558","छोरा",""
"1559","भन्नलान्",""
"1560","रन",""
"1561","जित्दैछन",""
"1562","भन्दिए",""
"1563","अामाले",""
"1564","सोध्लिननी",""
"1565","भन्लिन्",""
"1566","रजहै",""
"1567","खुल्यो",""
"1568","दाजैले",""
"1569","सोध्लान",""
"1570","भार्इ",""
"1571","भन्लान्",""
"1572","अंशै",""
"1573","बढ्यो",""
"1574","भाउजुले",""
"1575","देवर",""
"1576","खसी",""
"1577","काट",""
"1578","भाइले",""
"1579","सोध्लाननी",""
"1580","दाजै",""
"1581","घेरमा",""
"1582","परे",""
"1583","दिदीले",""
"1584","माइति",""
"1585","घटे",""
"1586","बैनीले",""
"1587","चोली",""
"1588","घट्यो",""
"1589","छोराले",""
"1590","बाबा",""
"1591","टोपि",""
"1592","झिक",""
"1593","भन्लिन",""
"1594","चुराको",""
"1595","दान",""
"1596","प्रियाले",""
"1597","स्वामी",""
"1598","फूक्यो",""
"1599","साथीले",""
"1600","लाहुरे",""
"1601","भन्लान",""
"1602","मार",""
"1603","बटाैलीको",""
"1604","बजारमा",""
"1605","चार",""
"1606","पैसाको",""
"1607","लाहा",""
"1608","शिरको",""
"1609","स्वर्गे",""
"1610","हुँदा",""
"1611","घरबस्नीलार्इ",""
"1612","शिसैकाट्योनी",""
"1613","गोलीले",""
"1614","रणामा",""
"1615","परी",""
"1616","मरेछन",""
"1617","लाहुरै",""
"1618","रून्छन",""
"1619","लाै",""
"1620","बर्ष",""
"1621","जुगै",""
"1622","भरिलाै",""
"1623","मर्ने",""
"1624","हुदैन",""
"1625","नमरेको",""
"1626","प्रहर",""
"1627","भागेर",""
"1628","जाऊँ",""
"1629","ठाऊँ",""
"1630","मान्छे",""
"1631","नमर्ने",""
"1632","चल्दैन",""
"1633","उस्तै",""
"1634","www.npsongs.com",""
"1635","बत्तिमा",""
"1636","बल्दैन",""
"1637","खटन",""
"1638","नियतीको",""
"1639","निभ्छ",""
"1640","छ्यौ",""
"1641","छयौ",""
"1642","देखाउन",""
"1643","गार्‍हो",""
"1644","भएर",""
"1645","मात्रै",""
"1646","मजा",""
"1647","बरु",""
"1648","सासले",""
"1649","धोका",""
"1650","दिन्नौ",""
"1651","थाह",""
"1652","भाग्य",""
"1653","कोहि",""
"1654","हुन्",""
"1655","नहुन्",""
"1656","आफ्ना",""
"1657","copyright:www.npsongs.com",""
"1658","यस्मा",""
"1659","शंका",""
"1660","नहोस्",""
"1661","कतै",""
"1662","आशांका",""
"1663","रम्दछु",""
"1664","मायैले",""
"1665","प्यास",""
"1666","मेट्छु",""
"1667","टाढै",""
"1668","बतास",""
"1669","भेट्छु",""
"1670","दुखी",""
"1671","रुन्छु",""
"1672","साटो",""
"1673","रमाउँला",""
"1674","तेलै",""
"1675","भावीको",""
"1676","कुलोमा",""
"1677","तस्बिर",""
"1678","सोध्दै",""
"1679","आएन",""
"1680","सोधे",""
"1681","घरलाई",""
"1682","घरले",""
"1683","भन्नैसकेन",""
"1684","एउटा",""
"1685","चिठ्ठी",""
"1686","आइ",""
"1687","राखे",""
"1688","दैलो",""
"1689","मुनिबाट",""
"1690","पसेन",""
"1691","बाडौ",""
"1692","भित्रै",""
"1693","साचेको",""
"1694","घरबाहिर",""
"1695","नाउँ",""
"1696","लेखी",""
"1697","टाँसेको",""
"1698","डुल्ने",""
"1699","आखाँ",""
"1700","परेन",""
"1701","ma",""
"1702","sansar",""
"1703","jitne",""
"1704","sabin",""
"1705","rai",""
"1706","जित्ने",""
"1707","गायक",""
"1708","सबिन",""
"1709","राई",""
"1710","आँट",""
"1711","मात्र",""
"1712","तिमि",""
"1713","बसिदेउ",""
"1714","भबिष्य",""
"1715","गाउने",""
"1716","रच्दै",""
"1717","सुरमा",""
"1718","ताल",""
"1719","मिलाईदेउ",""
"1720","येही",""
"1721","अर्थ",""
"1722","रच्नुको",""
"1723","इतिहासमा",""
"1724","अमर",""
"1725","रहोस",""
"1726","जब",""
"1727","हिड्दा",""
"1728","हिड्दै",""
"1729","थाक्छु",""
"1730","कहिँ",""
"1731","त्येतिबेला",""
"1732","आड",""
"1733","बनिदेउ",""
"1734","मोड",""
"1735","सोच्न",""
"1736","सकिन",""
"1737","विचार",""
"1738","देउ",""
"1739","येहि",""
"1740","भन्नुको",""
"1741","बिलम्ब",""
"1742","नपरोस",""
"1743","सुनौलो",""
"1744","साकार",""
"1745","भरोशा",""
"1746","हरपल",""
"1747","रक्षा",""
"1748","आत्मबल",""
"1749","मिलैदेउ",""
"1750","आओ",""
"1751","निदाएको",""
"1752","कोल्टे",""
"1753","फर्ेर्दै",""
"1754","सुकेको",""
"1755","लाएर",""
"1756","जाओ",""
"1757","हो्",""
"1758","निरास",""
"1759","सुस्केरा",""
"1760","हाल्छु",""
"1761","दुःख",""
"1762","दुःखैमा",""
"1763","गाल्छु",""
"1764","आँशुहरु",""
"1765","चिम्लेको",""
"1766","हर्ेर्दैछु",""
"1767","गहभित्र",""
"1768","रोईदिन्छु",""
"1769","आँधी",""
"1770","खोजे",""
"1771","बल्भिईदिन्छु",""
"1772","हिँडेको",""
"1773","सुम्पेको",""
"1774","आफू",""
"1775","सँग",""
"1776","अधरको",""
"1777","हाँसो",""
"1778","निचोरी",""
"1779","दिईसकेछु",""
"1780","बल्भिइदिन्छु",""
"1781","हेर्राईमा",""
"1782","तिमरो",""
"1783","नपुगे",""
"1784","दिएर",""
"1785","दिईन",""
"1786","पसेर",""
"1787","खाली",""
"1788","भएछु",""
"1789","बल",""
"1790","गर्र्छौ",""
"1791","छोड",""
"1792","अन्तै",""
"1793","मिल्छ",""
"1794","मैसँग",""
"1795","नाता",""
"1796","जोड",""
"1797","गर्छर्ुुतिमीलाई",""
"1798","गर्छर्ुुतमीलाई",""
"1799","होर",""
"1800","आफन्तलाई",""
"1801","सोध्नु",""
"1802","पर्ने",""
"1803","रितै",""
"1804","जन्मघर",""
"1805","छोड्ने",""
"1806","जन्मघरसँगको",""
"1807","तोड",""
"1808","पर्राईको",""
"1809","पछ्यौरी",""
"1810","ओड",""
"1811","हिँड्न",""
"1812","पर्राई",""
"1813","एउटालाई",""
"1814","भिन्न",""
"1815","गाह्रो",""
"1816","कहिलेकाहीँ",""
"1817","चिन्न",""
"1818","त्रि्रो",""
"1819","टुक्रा",""
"1820","फोड",""
"1821","फल",""
"1822","नदिने",""
"1823","बृक्षलाई",""
"1824","गोड",""
"1825","साधनाको",""
"1826","बरदान",""
"1827","यिनै",""
"1828","सात",""
"1829","मीत",""
"1830","आरोह",""
"1831","अवरोह",""
"1832","गति",""
"1833","जीवनको",""
"1834","मर्ुछनामा",""
"1835","सुख",""
"1836","सब",""
"1837","लुकेको",""
"1838","अलंकार",""
"1839","सरगमका",""
"1840","ग",""
"1841","प",""
"1842","सा",""
"1843","ध",""
"1844","रे",""
"1845","अचल",""
"1846","षडज",""
"1847","पञ्चम",""
"1848","सौभाग्य",""
"1849","उज्यालो",""
"1850","भाव",""
"1851","नर्तन",""
"1852","रोदन",""
"1853","गुञ्जन",""
"1854","ओइ",""
"1855","होइ",""
"1856","हाई",""
"1857","नचिन्ने",""
"1858","ठाउँमा",""
"1859","चोटी",""
"1860","आयौ",""
"1861","भन्देउ",""
"1862","गाउँमा",""
"1863","लोभिएर",""
"1864","नहेर",""
"1865","गम्केर",""
"1866","उमेरैले",""
"1867","निकै",""
"1868","रैछौ",""
"1869","बाट",""
"1870","आइछौ",""
"1871","कहाँबाट",""
"1872","चन्चले",""
"1873","देखेर",""
"1874","भरिएका",""
"1875","रसिला",""
"1876","सुटुक्कै",""
"1877","सुन्दिन",""
"1878","सुनाऊ",""
"1879","नहुनु",""
"1880","भुतुक्कै",""
"1881","बुझ",""
"1882","ढुकढुकी",""
"1883","बन्छ",""
"1884","बेर",""
"1885","जाती",""
"1886","जुनीजुनी",""
"1887","बाच्छु",""
"1888","मर्छु",""
"1889","नजर",""
"1890","लाउँछन्",""
"1891","बैंसलाई",""
"1892","रुपैकी",""
"1893","की",""
"1894","खानी",""
"1895","नसालु",""
"1896","जवानी",""
"1897","डुब्न",""
"1898","नम्बरको",""
"1899","पाखे",""
"1900","ट्रक",""
"1901","ड्राइभर",""
"1902","अचेलका",""
"1903","ठिटाको",""
"1904","लाग्दैन",""
"1905","भित्रभित्रै",""
"1906","लोभिन्छौ",""
"1907","आँखैले",""
"1908","तर्छौ",""
"1909","बसन्ती",""
"1910","ढलि",""
"1911","जोबन",""
"1912","साँचेर",""
"1913","गर्छौ",""
"1914","बाहेक",""
"1915","अरुको",""
"1916","अरुलाई",""
"1917","पराउछु",""
"1918","फेरिएला",""
"1919","फेरिनेछैन",""
"1920","देखाउलान",""
"1921","कतिले",""
"1922","लोभहरु",""
"1923","डरहरु",""
"1924","हेरिने",""
"1925","सॅगै",""
"1926","नभए",""
"1927","यादमा",""
"1928","बाॅचेको",""
"1929","आउनेछैन",""
"1930","पाउनेठैन",""
"1931","ठाउॅ",""
"1932","मुटुमा",""
"1933","खुसीहरु",""
"1934","साॅचेको",""
"1935","श्रद्धाको",""
"1936","चढाई",""
"1937","दिनु",""
"1938","लाशमा",""
"1939","नपाएको",""
"1940","भैगयौ",""
"1941","रोइ",""
"1942","सम्झन्छु",""
"1943","कमल",""
"1944","संगाली",""
"1945","नहान",""
"1946","लातले",""
"1947","दिनेछ",""
"1948","गुहाई",""
"1949","भै",""
"1950","गयौ",""
"1951","मरेर",""
"1952","देह",""
"1953","आत्मा",""
"1954","मर्दैन",""
"1955","लाएको",""
"1956","पर्दैन",""
"1957","प्रकृति",""
"1958","ओइली",""
"1959","झर्छ",""
"1960","झर्दैन",""
"1961","त्येसै",""
"1962","बरालिन्छ",""
"1963","आँधि",""
"1964","रातमा",""
"1965","तिमिलाई",""
"1966","खोज्दछ",""
"1967","उकालीको",""
"1968","दोबाटो",""
"1969","तिम्रैतिर",""
"1970","लम्कन्छ",""
"1971","झ्यालबाट",""
"1972","आँउदछ",""
"1973","लुकीचोरी",""
"1974","खोलेको",""
"1975","देउरालीमा",""
"1976","पाखामा",""
"1977","डाँडामा",""
"1978","बसी",""
"1979","कुरेको",""
"1980","पिडा",""
"1981","बिछोडको",""
"1982","गुनगुनाएर",""
"1983","हिड्न",""
"1984","टाढियौ",""
"1985","सुन्यतामा",""
"1986","मदेखी",""
"1987","थाकी",""
"1988","सके",""
"1989","गोडा",""
"1990","हातहरु",""
"1991","काँपी",""
"1992","कल्पनामा",""
"1993","छाउछौ",""
"1994","बल्झाइदिई",""
"1995","यादलाई",""
"1996","बिलाउछु",""
"1997","बादलसंगै",""
"1998","लगाइदिने",""
"1999","बिर्सि",""
"2000","मलाइ",""
"2001","सताइ",""
"2002","सम्झना",""
"2003","केवल",""
"2004","तीता",""
"2005","मीठा",""
"2006","हराउँछु",""
"2007","बिचमा",""
"2008","काँपिसके",""
"2009","रोए",""
"2010","हाँसिदिनु",""
"2011","झरी",""
"2012","देखि",""
"2013","पन्छिदिनु",""
"2014","कहिलेकाही",""
"2015","ति",""
"2016","मिलनका",""
"2017","त्यसलाई",""
"2018","विसर्िदिनु",""
"2019","मुल्यवान",""
"2020","बेहोसीएका",""
"2021","पलहरु",""
"2022","बल्झिन्छ",""
"2023","खेल",""
"2024","हाँसेर",""
"2025","टारिदिनु",""
"2026","सन्जोग",""
"2027","विझाउने",""
"2028","भुल",""
"2029","त्यसमा",""
"2030","गहिरिदिनु",""
"2031","मन्दिरमा",""
"2032","मुर्तिमा",""
"2033","पत्थरमा",""
"2034","धुलोमा",""
"2035","कोही",""
"2036","देखाऊ",""
"2037","बताऊ",""
"2038","अन्जुली",""
"2039","मायाको",""
"2040","लािग",""
"2041","चर्कन्छ",""
"2042","साउन",""
"2043","भदौ",""
"2044","बर्षौ",""
"2045","बस्रन्छ",""
"2046","हाँसोमा",""
"2047","आँशुमा",""
"2048","फुलमा",""
"2049","काँडामा",""
"2050","एउटी",""
"2051","आमा",""
"2052","जिउँदै",""
"2053","जल्छे",""
"2054","छोराको",""
"2055","मायाममतामा",""
"2056","छोरो",""
"2057","बाँच्छ",""
"2058","आमाको",""
"2059","विपनामा",""
"2060","रगतमा",""
"2061","नातामा",""
"2062","विस्वासमा",""
"2063","बाचामा",""
"2064","गाजलु",""
"2065","टीका",""
"2066","कुरि",""
"2067","सङी",""
"2068","सङ",""
"2069","छली",""
"2070","लुकेर",""
"2071","भयेका",""
"2072","सुनाउनु",""
"2073","लाज",""
"2074","फर्किएला",""
"2075","बुझाउने",""
"2076","ठाउ",""
"2077","हुन्न्न",""
"2078","गाठो",""
"2079","राखिदिये",""
"2080","भाखै",""
"2081","बुझन",""
"2082","चाडै",""
"2083","पोखाउ",""
"2084","बीच",""
"2085","दुरी",""
"2086","घटाउ",""
"2087","चौबन्दी",""
"2088","लाईदेउ",""
"2089","देखेको",""
"2090","होईन",""
"2091","भये",""
"2092","गाउ",""
"2093","फुल",""
"2094","साक्षी",""
"2095","आउछु",""
"2096","पोखाउछु",""
"2097","घटाउछु",""
"2098","केश",""
"2099","भरी",""
"2100","गुरासँ",""
"2101","लाजले",""
"2102","जन्मेर",""
"2103","कोखमा",""
"2104","कसैको",""
"2105","हुर्कन्छ",""
"2106","काखमा",""
"2107","भाग्यको",""
"2108","लेखा",""
"2109","भावीले",""
"2110","लेखिदियो",""
"2111","कस्ले",""
"2112","छोडेको",""
"2113","नासो",""
"2114","अनौठो",""
"2115","विरानो",""
"2116","रगतको",""
"2117","हिँड्दछ",""
"2118","काख",""
"2119","छहारी",""
"2120","विधिले",""
"2121","लेखेको",""
"2122","पिर",""
"2123","समयले",""
"2124","दिएको",""
"2125","भुलाईदेला",""
"2126","एकदिन",""
"2127","भुलेको",""
"2128","झस्काउँला",""
"2129","कुनैदिन",""
"2130","भरिएला",""
"2131","घाउ",""
"2132","भुल्न",""
"2133","आईरहन्छ",""
"2134","नाला",""
"2135","पहाड",""
"2136","भन्ज्याङ्गले",""
"2137","बोलाइरहन्छ",""
"2138","देश",""
"2139","डाँडाकाँडा",""
"2140","आँगनै",""
"2141","भिर",""
"2142","लालिगुराँस",""
"2143","चाँप",""
"2144","चमेली",""
"2145","थरीथरी",""
"2146","झरनाको",""
"2147","सुसेली",""
"2148","झलझली",""
"2149","बनी",""
"2150","उभिएको",""
"2151","करौडौँ",""
"2152","मुटुमाझ",""
"2153","सजिएको",""
"2154","विर",""
"2155","माहात्मा",""
"2156","बुद्ध",""
"2157","जन्मिएको",""
"2158","स्वदेश",""
"2159","प्यारा",""
"2160","लेखमा",""
"2161","गुराँसै",""
"2162","फुल्यो",""
"2163","बस्यो",""
"2164","रोग",""
"2165","रुदा",""
"2166","जल्ने",""
"2167","फुलेछ",""
"2168","माला",""
"2169","उनेर",""
"2170","आई",""
"2171","जिस्काउन",""
"2172","छाडीदेउ",""
"2173","गहराई",""
"2174","अडेको",""
"2175","नौलाखे",""
"2176","सरी",""
"2177","छरीदेउ",""
"2178","राखिदेउ",""
"2179","मान्छेको",""
"2180","खोलाको",""
"2181","किनारालाई",""
"2182","भाग्ने",""
"2183","लहरेको",""
"2184","बानी",""
"2185","आँखाको",""
"2186","फकाई",""
"2187","विहानी",""
"2188","जोवनको",""
"2189","आवेश",""
"2190","तिर्खाको",""
"2191","भेष",""
"2192","हेराईमा",""
"2193","केबल",""
"2194","बोलाईमा",""
"2195","स्वर",""
"2196","ढुकढकी",""
"2197","विशालता",""
"2198","साँच्ची",""
"2199","आत्माको",""
"2200","मुर्ति",""
"2201","पानीलाई",""
"2202","आकार",""
"2203","कोशिस",""
"2204","नगर",""
"2205","हावालाई",""
"2206","सद्भाव",""
"2207","झरेको",""
"2208","पात",""
"2209","उजाड",""
"2210","निभेको",""
"2211","दिप",""
"2212","उदास",""
"2213","चुरा",""
"2214","फुटेसरी",""
"2215","चराहरु",""
"2216","उडीगए",""
"2217","कोपिलाहरु",""
"2218","नमुस्कुराउँदै",""
"2219","झरे",""
"2220","उठेको",""
"2221","बस्ती",""
"2222","प्रवास",""
"2223","विहान",""
"2224","जो",""
"2225","जलेर",""
"2226","भिजेको",""
"2227","पातमा",""
"2228","निशादको",""
"2229","अधेँरी",""
"2230","विषाद",""
"2231","जलिरहेछ",""
"2232","लास",""
"2233","टुटेफुटेका",""
"2234","स्वप्न",""
"2235","अँगारमात्र",""
"2236","बजर",""
"2237","उराठ",""
"2238","वैंश",""
"2239","छदा",""
"2240","लाईन्छ",""
"2241","खाईन्छ",""
"2242","दिल",""
"2243","तोडिन्छ",""
"2244","अंत",""
"2245","लगन",""
"2246","जोडिन्छ",""
"2247","प्रीती",""
"2248","लाउने",""
"2249","रिती",""
"2250","लाउनु",""
"2251","भन्नु",""
"2252","उता",""
"2253","बिछोड",""
"2254","हाँस्छ",""
"2255","चाहि",""
"2256","रुन्छ",""
"2257","जुडछ",""
"2258","दुख",""
"2259","मिली",""
"2260","बाडछ",""
"2261","जिवनसाथी",""
"2262","रोज्न",""
"2263","साह्रो",""
"2264","उडेका",""
"2265","रंगीन",""
"2266","चरा",""
"2267","धर्तिमा",""
"2268","फिर्लान्",""
"2269","आकाशको",""
"2270","मैलो",""
"2271","हटि",""
"2272","खुल्लान्",""
"2273","संघारमा",""
"2274","कमजोर",""
"2275","छाया",""
"2276","हुरी",""
"2277","चलेको",""
"2278","आवेगमा",""
"2279","घरसंसार",""
"2280","संवेगमा",""
"2281","बल्झेका",""
"2282","विलाई",""
"2283","झर्लान्",""
"2284","ओठमा",""
"2285","चम्के",""
"2286","मुस्कान",""
"2287","भर्लान्",""
"2288","यात्रामा",""
"2289","पहिल्याउँदै",""
"2290","यात्रि",""
"2291","पुग्छन्",""
"2292","मुलबाटोमा",""
"2293","पिर्ने",""
"2294","बाधा",""
"2295","अड्चन",""
"2296","मन्छाई",""
"2297","दिउँला",""
"2298","दोबाटोमा",""
"2299","गाढा",""
"2300","युगौँको",""
"2301","भाइचारा",""
"2302","तोडेर",""
"2303","तोडिन्न",""
"2304","एकदम",""
"2305","पहाडमा",""
"2306","मधेश",""
"2307","नाचौँ",""
"2308","मिलेर",""
"2309","बस",""
"2310","सुन्दरी",""
"2311","ठन्डी",""
"2312","महिना",""
"2313","जाडो",""
"2314","रातो",""
"2315","गाला",""
"2316","च्याउरी",""
"2317","परेछ",""
"2318","ठन्डि",""
"2319","सोल्टिनिको",""
"2320","गालैमा",""
"2321","हातैमा",""
"2322","सुनको",""
"2323","औँठि",""
"2324","लगाइदिउँला",""
"2325","मखमलि",""
"2326","चोलि",""
"2327","सिरबन्दि",""
"2328","सिरमा",""
"2329","सजाईदिउँला",""
"2330","आको",""
"2331","पक्कै",""
"2332","आँटे",""
"2333","बस्छौ",""
"2334","गाउँवैमा",""
"2335","ल्याउँछु",""
"2336","जन्ति",""
"2337","दैलैमा",""
"2338","डोलिमा",""
"2339","चढाइ",""
"2340","पछ्यौरिको",""
"2341","घुम्टो",""
"2342","ओढाइदिउँला",""
"2343","नौमति",""
"2344","बाजा",""
"2345","बजाइ",""
"2346","पाखा",""
"2347","बेसि",""
"2348","घन्काइदिउला",""
"2349","पर्खी",""
"2350","भनि",""
"2351","उठने",""
"2352","कुर्दा",""
"2353","कुर्दै",""
"2354","गएछ",""
"2355","वारि",""
"2356","खोली",""
"2357","देखिन्छ",""
"2358","चिम्ली",""
"2359","छाँया",""
"2360","ठाल्यो",""
"2361","माँया",""
"2362","आफैलाई",""
"2363","लाग्न",""
"2364","तातो",""
"2365","हाँवा",""
"2366","बहिदिन्छ",""
"2367","पोल्ने",""
"2368","निराशाको",""
"2369","दियो",""
"2370","बल्छ",""
"2371","तिनै",""
"2372","वर्षौ",""
"2373","चलेकै",""
"2374","बाँध्यतामा",""
"2375","बाँच्नु",""
"2376","चाहनालाई",""
"2377","पर्खि",""
"2378","संयोग",""
"2379","परिस्थिति",""
"2380","सुरुवात",""
"2381","सम्बन्धमा",""
"2382","बन्न",""
"2383","अन्तिम",""
"2384","बनाउन",""
"2385","संकै",""
"2386","गहिरो",""
"2387","टाढिनै",""
"2388","लेख्या",""
"2389","बिबस्ता",""
"2390","सम्हाल्नु",""
"2391","आँफैलाई",""
"2392","लामो",""
"2393","उज्ज्वल",""
"2394","प्रार्थना",""
"2395","इज्जत",""
"2396","रहनेछु",""
